,username,tweet,retweet,favorites
6599,FirmanPanduRamadhan,b'RT @CNNIndonesia: Antara Geger TWK KPK dan Agenda Politik Parpol untuk 2024 #Analisis https://t.co/vfa1ygoN4y',5,0
6600,CNN Indonesia,b'Antara Geger TWK KPK dan Agenda Politik Parpol untuk 2024 #Analisis https://t.co/vfa1ygoN4y',5,8
6601,Petrus,b'@JontuaManik @gendut_mbah @Andiarief__ @Edhie_Baskoro Halah banyak ngomong anda tuh korupsi bansos dan si Harun Masako kalau sampai dituntaskan rezim ini gua bakal puji anda setinggi langit dan itu mustahil terjadi krn penguasa bisa gulung tikar Parpol dibubarkan krn petngginya pd masuk bui kl skrg si Madam bansos aman tak tersentuh',0,0
6602,kacung,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6603,M Kotjosoengkono 🇮🇩,"b'@MaulanaLevine Kalau mau lebih tahu bisa kunjungi perpustakaan on lune di facebook, perpustakasn genosida 1965-1966\nGenosida politik dmn korbanya anggota parpol dan simpatisannya'",0,1
6604,LEHAMI ⚖️⚔️📢,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6605,#2019NambahPersonil,"b'milenial dgn atribut ANAK DARI.... \n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nsiapapun itu, kalo anak muda yg punya jabatan atau wewenang tp adalah anak dari si A si B yg masih aktif baik di pemerintahan atau parpol yaaa aiii anggap yaaa gak ada nilai lebih nya.. \n\nanak presiden sekalipun https://t.co/p19thF3yPA'",0,0
6606,Xi an Ying,"b'RT @negativisme: jir nemu ginian, jadi pengen cc-in ke @korantempo  yang keknya sensi banget ya ma Airlangga? \xf0\x9f\x98\x81\nkalo dari posisi dia yg ket\xe2\x80\xa6'",10,0
6607,Kelapa Riau,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6608,BetawiPunyaGaye,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6609,Seurideng,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6610,Haruo,"b'RT @fmuchtar_: @CharlesBerklay @IbnuTasrip Dan hasil akhirnya emang segitu. Berarti ikhtiarnya emang segitu aja, gak maksimal wkwkw. Yang a\xe2\x80\xa6'",1,0
6611,Bukan Siapa Siapa,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6612,hasan,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6613,kang Ajat,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6614,DUIT RAKYAT,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6615,YusufAgro00,"b'@hnurwahid Dan kami sebagai rakyat merasa cuma dieksploitir oleh parpol yg sesuka hati berkolaborasi dg sesama partai....kadang gabung ke penguasa, kadang berlagak oposisi...tergantung kepentingan yg menguntungkan partai...bagusnya 2 aja partai di RI ini...biar jelas mana hitam putihnya'",0,0
6616,Fachri Muchtar 🥺,"b'@CharlesBerklay @IbnuTasrip Dan hasil akhirnya emang segitu. Berarti ikhtiarnya emang segitu aja, gak maksimal wkwkw. Yang all out siapa? Pendukungnya prabowo (yg skrg banyak yg jdi netizen oposisi dan nyesel dukung prabs wkwk) sama kalo parpol ya pks. Parpol pendukung prabs yg ngirim saksi banyak ya pks'",1,1
6617,solopos.com,"b'Wah...Ridwan Kamil Ingin Jadi Kader Partai, Parpol Mana yang Akan Dipilih? https://t.co/CpRss0h96S https://t.co/vph5IXQirL'",0,0
6618,dinodachi03,b'RT @Hamas191: yg menarik dr pemberitaan after macron di tampar adalah respon parpol termasuk kalangan oposisi.\n\nMereka tidak menyalahkan ra\xe2\x80\xa6',1,0
6619,Pasaribu 😎🇮🇩 Naga 41000,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6620,Munk,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6621,Gerson AHS,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6622,ImamMKamal,b'Parpol mau kemana.... https://t.co/a8ooBBFLtg',0,0
6623,Sepurane Lur,b'@princeofape Daripada 10deret story ngeshare suasana rapat parpol',0,2
6624,Sanz,b'@harmul23 @PutraWadapi kita tunggu beranikah parpol usung Capres luar jawa? \xf0\x9f\x98\x81',0,0
6625,Tembakau merababu™,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6626,Ide2nesia,"b'@dewipoe2811 @masherrypunyani Mau pemerintah Indonesia menjadi baik ?\n\nMari kita suarakan ""Pembenahan Parpol"", karena ""Pembenahan Parpol"" adalah satu2nya jalan utk perbaiki pemerintah &amp; bawa kesejahteraan bagi rakyat Indonesia\n\nSilahkan baca artikel ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\nhttps://t.co/kSoDnmcGAa'",0,1
6627,JUARA EROPA 🏆,b'Bisa kali jadi parpol baru ini wkwkwk https://t.co/KJYVJDqqQC',1,0
6628,wong deso,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6629,Yhono 1212,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6630,Hermin,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6631,Ali Juanda,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6632,Tommy Alan,b'Parpol yang berisi orang2 pragmatis \xf0\x9f\x91\x8e https://t.co/yYyLE9T867',0,2
6633,#SekalianAjaKentutDipajakin,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6634,BUD CAVALERA,"b'Aneh klo pemuja orba anti jkw, klo mau jujur rezim plg orbais paska reformasi adlh yg skrg, pejabat sisa2 orba byk diberi jabatan straregis, persamaannya mhilangkan fungsi triaspolitika oposisi dimandulkan yudikatif (kejagung) diisi parpol https://t.co/syUH0Cs3yZ'",0,0
6635,Zakaria Ramli,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6636,Wong nd€so,b'@alextham878 Pengen dilirik Parpol untuk mendapatkan Rekomendasi Capres 2024\nIdola nya para kardun\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
6637,#pimpinan ccunguk,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6638,Hayam Wuruk,"b""@radenrauf @pelitaacahaya kok kaya 'kampanye parpol' yang skr lagi kena kasus korupsi..""",0,0
6639,#GatotKoco,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6640,Ayah,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6641,satria,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6642,R3v0Loe51,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6643,The Freelancer's,"b'RT @Ferysplace: @amirsyahoke @hnurwahid Ga semua peninggalan parpol dan anggota dpr itu pinter, mungkin semua punya mulut, tapi ga semua pu\xe2\x80\xa6'",2,0
6644,The Freelancer's,"b'RT @amirsyahoke: @hnurwahid Innalillahi. \n\nSekaliber @hnurwahid yg lama jadi anggota DPR, Petinggi parpol pks yg punya banyak wakil di DPR,\xe2\x80\xa6'",30,0
6645,Ananto-DMBusiness,b'welcome. semoga cocok parpol nya.\n\nhttps://t.co/1kNYh4GMAq',0,0
6646,Farouk,b'@jetsilvers Parpol itu tdklah sulit klu uang ada dan jelas imbalannya.',0,1
6647,Ananto-DMBusiness,b'akhirnya memang harus masuk dan penghuni tetap rumah politisi alias masuk parpol. massyuuuk Kang Emil.\n\nhttps://t.co/pTV04JE1Fa',0,1
6648,AW Wikanadi,"b'RK - PM for 2024.\n\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x90\x82\n-monggo ngunjuk ""Teh Botol Sosro""..\n\xf0\x9f\x98\x81\xf0\x9f\x98\x81\nhttps://t.co/hYkXDjea5B'",0,0
6649,The Freelancer's,"b'RT @zonk_brain: @hnurwahid Kalo dana parpol di audit gimana yaa??\n\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\n\nApa ada yang di buat bisnis sapi, batubara, atau ada yang ga ketemu\xe2\x80\xa6'",2,0
6650,Andespen,"b'Top News Koran Rakyat Merdeka\n\nVideo Pidato Bos PDIP Jateng Bocor Padahal Off The Record\n\xe2\x80\x9cSiapa Pun Capresnya, Puan Cawapresnya\xe2\x80\x9d\n\n#PDIPerjuangan #PuanMaharani #Pilpres2024 #megawati #GanjarPranowo #RakyatMerdeka #RMid\n\nhttps://t.co/vdmYxqLMt0'",0,0
6651,surya makmur nasution,b'RK sama dgn AB. Bedanya secara personal AB lebih gesit berkomunikasi dgn Parpol. https://t.co/ow0Yfs1OSP',0,0
6652,Andril Anwar🇮🇩💓🇵🇸🇹🇷🇲🇾,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6653,M.I.A.D,b'RT @CNNIndonesia: Survei: AHY Tempel Prabowo di Bursa Capres dari Ketum Parpol https://t.co/YZx90v4eaY',4,0
6654,The Freelancer's,b'RT @TheArieAir: Sebelum 98 semua rakyat puja puji Soeharto atau minimal diam jika tak suka\n\nBahkan 98 awal masih tradisi dukungan mengalir\xe2\x80\xa6',3,0
6655,detikcom,"b'Ridwan Kamil merupakan kepala daerah yang bukan kader partai politik. Namun, kini dia mengaku akan masuk parpol dan sedang melakukan pendekatan. https://t.co/UEec44I97q'",1,13
6656,🇲🇨فرياوان تاريغان🇵🇸,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6657,Andespen,"b'Top News Koran Rakyat Merdeka\n\nJangan Sampai Lu Lagi, Lu Lagi\nMega-Pro Bisa Ditinggal Milenial\n\n#megawati #prabowo #gerindra #PDIPerjuangan #Pilpres2024 #RakyatMerdeka #RMid\n\nhttps://t.co/wRSdcLnZAL'",0,0
6658,Asep Ruslan,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6659,Rengga Maulana,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6660,Kiaieloel,"b'@VIVAcoid Yg nggak ngerasain zaman orba psti manggut2 setuju, tp gue kagak. Tipi d pajakin, parpol cm 3, pemilu yg menang pasti golkar, MPR pasti mlih bpk ente jd presiden, semua tipi wajib muterin liputan khusus bapak ente lg mancing, brng kt nya murah tp kt nggak mampu kt beli njirrrrr'",0,11
6661,Ananto-DMBusiness,"b'ikut parpol adalah pilihan logis dan stratejik karena akan mengikuti alur karir bisa dari level desa, kec, kota/kab, propinsi dan nasional, tinggal cari Goal nya dulu mau dari bawah, tengah atau langsung nasional. ada tantangan di masing2 tingkat.'",0,0
6662,metag,b'@Petanisawah5 @Madhan_Joe83 @eko_kuntadhi @fahdpahdepie Kenapa mewek krn dieksploitasi oknum yg lagi cari muka Di parpol?',0,0
6663,Ananto-DMBusiness,"b'boleh juga nggak ikut parpol tapi nanti pas mau kontestasi harus berjuang keras utk cari tiket dari parpol2. kalo dapet tiket laju maju, kalo kagak ya mundur pelan2 trus bikin NGO atau movement.'",0,1
6664,Ananto-DMBusiness,"b'menjadi politisi alias pelayan masyarakat alias penyelenggara pemerintahan adalah hak semua warga, boleh jadi politisi dan boleh tidak jadi politisi. bebas. kalo mau jadi politisi ya masuk ke parpol sbg rumahnya para politisi.'",0,0
6665,dorsep darafi,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6666,Dpac Pkb Antapani,b'RT @pkbjawatengah: Halal bi Halal \xe2\x80\xa2 Silaturahim Partai Politik Jawa Tengah 2021 bertepatan PKB Jateng sebagai tuan rumah. Dihadiri seluruh\xe2\x80\xa6',25,0
6667,Benny Djuwanda,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6668,riza 🇵🇸🇵🇸🇵🇸🇵🇸,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6669,Bunk Tomy,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6670,PENGADILAN MEDSOS,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6671,irman,"b'@panca66 Itukan versi gubernur, versi ketua parpol ada ga da @panca66'",0,0
6672,Samsul Amin KF,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6673,"Riwoe Jr., N. E.",b'RT @Dennysiregar7: Pak @SBYudhoyono itu lho putramu nyindir2 partai @PDemokrat terussss...\n\nhttps://t.co/RgbQn25boH',423,0
6674,ARIF,"b'@iwanpiliang7 Sebenarnya bisa da kalau ada kemauan kuat DPR dan parpol untuk memajukan demokrasi. Rusia  ssja bisa, contohnya Putin. Sayang, di Indonesia yang ada cuma meniru Putin pamer bodi gelambir doang.'",0,1
6675,Faried Amilia Reza,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6676,Kang Kuli,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6677,Radja_Black ___,"b'@Hasbil_Lbs @KPK_RI Kalau Di Parpol Mungkin ada Penjusup,,, di KPK mungkin Juga ada penyusup..jadilah dia TWK,,,, Menggagakan Anak2 Bangsa Patriotik Dalam Mencegah Koruptor Yg Meraja Lela,,, Gelar Tikar,...\nSemoga Rezim Ini Berganti Kelak Yg Konsen Pemberantasa Koruptsi Yg Merampok Uang rakyat'",0,3
6678,Fikyfirdaus1965@gmail.com,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6679,Athez,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6680,#Covid19 = Virus China,"b'@myputun Kalau presiden gak hargai rakyatnya mau jadi apa bangsa ini, secara gitu presiden dipilih rakyat bukan parpol? Ngerti ora son nyebelin'",0,0
6681,@izall16,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6682,Murphie Khalil A S,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6683,axs,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6684,#Pergulatan Patriot Vs.Pengkhianat,"b'@NowowoNowiwi Kalau gak ada tokoh calon wakil rakyat didaerah mu yang amanah, apalagi dominan dari parpol juara maling maka Besok kompak aja buat beginian... https://t.co/FnRB13RB1v'",0,2
6685,asur,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6686,WS,"b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82, wani piro \xf0\x9f\x91\x89https://t.co/VpFkJu4dDJ'",0,0
6687,Abi Royyan,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6688,Hudi Sambodo,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6689,@TukangRetweetOposisi,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6690,WongFekok 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,b'RT @edhi_shi: @syamsuri_17 @03__nakula @DivHumas_Polri @DPP_PKB @FraksiPPPDPRRI @NasDem @GolkarID Yg elegan dong cara dukungnya.\nTidak terl\xe2\x80\xa6',1,0
6691,Slamet Ray Hariyadi,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6692,Hamas19-Akunke1024,b'yg menarik dr pemberitaan after macron di tampar adalah respon parpol termasuk kalangan oposisi.\n\nMereka tidak menyalahkan rakyatnya apa lagi mengadu domba.',1,3
6693,Rudy Cahyono,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6694,ヤニ・アフマド,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6695,Mith,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6696,Captain Gerrad,"b'RT @ChusnulCh__: Puan itu pernah jd Menko, skrng jadi ketua DPR diibaratkan teh botol Sosro, yg lebih miris @PDI_Perjuangan sebagai parpol\xe2\x80\xa6'",80,0
6697,Inay►,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6698,Kiana Dixie,b'RT @CNNIndonesia: Survei: AHY Tempel Prabowo di Bursa Capres dari Ketum Parpol https://t.co/YZx90v4eaY',4,0
6699,Ferdinand,"b'RT @YRadianto: Ngomong\xc2\xb2 soal korupsi, apa Dek @AgusYudhoyono lupa bahwa para pengurus di @PDemokrat adalah para mantan? \n\nSo, siapa yang bu\xe2\x80\xa6'",93,0
6700,OH GITU YA !!!!,"b'@thedufresne si sulfikar amir ngebet mau terkenal\npengen ikut parpol, trus pengen masuk jadi ALeg\n\nato jadi stafsus nya capres siapa gitu..'",0,0
6701,YO2GI,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6702,eko hendradjat,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6703,Avocado Juice™ MouMU,"b'@Konco_82 RK pakai dukungan kursi parpol mana.\n\nSandiaga, kursi Gerindra dipakai Prabowo. \n\nPaling realistis cak Imin, Airlangga Hartarto. Puan. \nMereka yang tersedia dipasaran.'",0,0
6704,SOGOL,b'RT @TheArieAir: Sebelum 98 semua rakyat puja puji Soeharto atau minimal diam jika tak suka\n\nBahkan 98 awal masih tradisi dukungan mengalir\xe2\x80\xa6',3,0
6705,Marlina Yan Pulu,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6706,Arie Dirgantara,b'Sebelum 98 semua rakyat puja puji Soeharto atau minimal diam jika tak suka\n\nBahkan 98 awal masih tradisi dukungan mengalir dari parpol dan klpk masyarakat \xf0\x9f\x98\x86\xf0\x9f\x98\x85\xf0\x9f\x98\x80\xf0\x9f\x98\x81\xf0\x9f\x98\x82\n\nBegitu demo rusuh besar dan Soeharto jatuh\n\nKondisi berubah drastis ... bully dan tuntut adili Soeharto',3,8
6707,#Pergulatan Patriot Vs.Pengkhianat,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6708,Soni Kamil,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6709,Nak Rang Solok,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6710,Demokrat Banjarnegara,b'RT @CNNIndonesia: Survei: AHY Tempel Prabowo di Bursa Capres dari Ketum Parpol https://t.co/YZx90v4eaY',4,0
6711,PenghirupOksigen,b'Merah Merah tapi bukan parpol https://t.co/DUGMv5MyKS',0,1
6712,DËČ♡Y,"b'RT @Ryo05726936: @FerdinandHaean3 @jokowi @SBYudhoyono @prabowo banyak parpol yg ga terima, apalagi parpol yg saat ini jd oposisi, mereka p\xe2\x80\xa6'",1,0
6713,CNN Indonesia,b'Survei: AHY Tempel Prabowo di Bursa Capres dari Ketum Parpol https://t.co/YZx90v4eaY',4,8
6714,Ade Candra,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6715,Ludfikapten,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6716,Hablul,b'RT @BromocorahGrCeb: @hnurwahid \nAyo audit dana sertifikasi MUI\nAyo audit dana Parpol\nAyo audit dana fee Formula E DKI\nAyo audit pohon2 yg\xe2\x80\xa6',2,0
6717,Lawan Arus,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
6718,ych ❌❌❌,"b'@ezash FISIP UGM, biasanya jadi petugas parpol.'",0,0
6719,Gelandangan Revolusioner,"b'@cahyomisto @prima_or_id sekali lg jika Parpol lebih mendorong arus supporting nya dr pemodal, maka kepentingan pemodal wajib di utamakan. feedback begitu wajar ketika ala berpolitik kota gaya Politik liberal semua bebas2 saja. jd rakyat kecewa, rakyat dikibulin itu hal yg wajar.'",0,0
